House_Age,METRO,REGION,BEDROOMS,ROOMS,PERSONS,Rent
56,Village,Estern,3,7,4,6801.119054
39,Village,Estern,3,6,5,5902.369054
47,Town,Western,3,6,1,2941.651364
38,Village,Western,3,9,5,16315.38267
26,Town,Western,4,8,5,4309.826535
80,Central City,Estern,3,7,2,31228.78235
63,Village,Estern,4,8,4,6209.926876
42,Village,Estern,3,7,4,17293.75853
75,Central City,Estern,3,5,1,6648.977899
49,Village,Estern,5,9,4,11276.04593
49,Village,Estern,6,11,4,20962.1769
60,Village,Estern,4,8,3,15039.86567
50,Village,Estern,4,8,2,17293.88947
44,Village,Estern,4,8,3,20045.51023
42,Village,Estern,3,6,2,8161.520418
65,Village,Estern,3,8,2,22304.71942
33,Village,Estern,2,4,2,13522.00682
81,Central City,Estern,1,4,1,1394.525512
82,Village,Estern,3,6,1,7053.603752
69,Village,Estern,4,6,4,7479.336744
60,Village,Estern,2,5,1,23085.59527
58,Village,Estern,3,6,3,13063.15648
83,Village,Western,2,4,2,10302.15307
53,Village,Western,3,5,2,10404.2211
93,Town,Western,2,4,1,3344.984698
36,Village,Western,3,5,2,5295.443883
46,Village,Western,3,6,1,4118.418372
57,Village,Estern,3,5,4,7110.744907
86,Village,Estern,2,5,1,5278.36055
59,Village,Estern,2,4,2,11968.94729
42,Village,Estern,5,9,2,30033.59697
69,Village,Estern,1,5,2,8853.287426
63,Village,Estern,4,7,2,18970.42519
38,Village,Estern,5,9,4,12643.27212
50,Village,Estern,4,6,4,12598.48811
59,Village,Estern,6,8,3,24068.9286
54,Central City,Estern,4,7,2,9210.528922
80,Central City,Estern,2,5,2,9320.887767
75,Central City,Estern,1,3,1,8692.554434
56,Central City,Estern,3,6,4,10566.42008
66,Central City,Estern,2,4,1,3698.102046
87,Central City,Estern,3,5,2,23214.76194
57,Town,Estern,4,9,2,8728.287426
43,Village,Estern,2,5,1,6330.127558
61,Village,Estern,5,10,4,22058.88608
44,Village,Estern,4,8,3,15118.67349
38,Village,Estern,4,10,4,18219.53404
66,Village,Estern,3,7,3,6408.460891
61,Village,Estern,1,5,1,6577.627558
49,Town,Western,2,5,1,13632.00682
63,Town,Western,3,5,2,4656.852046
40,Village,Western,3,6,1,12103.63097
65,Village,Western,3,5,1,6755.227899
47,Village,Western,3,7,2,8658.028922
39,Central City,Western,4,7,1,1739.683674
68,Central City,Estern,2,4,2,13028.58845
86,Central City,Estern,2,5,4,10370.25512
43,Central City,Estern,2,4,1,4741.43538
58,Central City,Western,3,7,4,17989.59186
80,Village,Estern,2,6,2,11725.25512
55,Village,Estern,2,5,1,8942.037426
53,Village,Estern,4,8,4,10720.57144
58,Village,Estern,3,7,1,13255.34015
62,Village,Estern,3,7,3,4669.826535
45,Village,Estern,4,8,4,23601.58677
41,Village,Estern,4,7,6,33450.85039
39,Village,Estern,2,5,4,10617.07995
64,Village,Estern,4,8,2,21166.86057
60,Village,Estern,2,4,2,6434.452387
50,Village,Estern,4,6,4,4492.426876
30,Central City,Estern,1,3,2,13056.92178
41,Central City,Estern,5,8,7,17420.42519
48,Village,Estern,5,9,5,16042.00682
57,Central City,Estern,4,8,2,16500.42519
9,Central City,Estern,1,3,-6,4663.102046
72,Village,Estern,5,9,2,8488.503411
67,Village,Estern,3,5,4,12263.2143
36,Village,Estern,4,7,6,9386.04593
9,Village,Estern,5,10,-6,37493.1038
35,Central City,Western,4,8,1,8931.7211
56,Village,Western,3,6,2,9868.904775
57,Village,Western,4,7,2,4183.576535
79,Town,Western,3,6,2,5764.136062
47,Village,Western,3,6,5,5818.619054
50,Village,Western,3,7,2,5187.268713
62,Village,Western,3,7,1,8739.336744
45,Village,Western,4,7,4,4935.443883
55,Village,Western,3,7,2,5483.619054
51,Village,Estern,3,7,4,10342.07995
52,Village,Estern,2,4,3,8858.503411
66,Village,Estern,3,8,3,19591.24322
62,Village,Estern,3,8,4,14336.13097
48,Village,Estern,4,7,5,14862.00682
86,Village,Estern,4,8,1,17435.22451
38,Village,Estern,3,6,4,13066.13097
42,Village,Estern,4,8,4,6790.127558
54,Village,Estern,4,8,4,8394.853752
57,Village,Estern,4,7,2,11410.61396
41,Village,Estern,3,6,2,9226.04593
52,Village,Estern,3,5,4,4160.085039
52,Town,Estern,4,8,4,10188.90477
58,Village,Western,3,6,3,3453.476194
60,Village,Western,4,9,2,16872.88267
30,Town,Western,2,6,3,4943.102046
59,Village,Western,3,10,2,21134.21771
38,Central City,Western,3,6,1,4467.284015
54,Central City,Estern,2,4,1,4200.243201
42,Central City,Estern,3,6,5,10288.90477
62,Central City,Estern,3,6,5,963.5918372
70,Central City,Estern,2,5,2,3167.542519
43,Central City,Estern,3,6,3,3347.700682
57,Central City,Estern,3,6,1,5477.627558
36,Central City,Western,2,4,1,10114.2211
46,Central City,Western,3,6,5,6714.294225
73,Central City,Western,6,12,6,6665.443883
55,Village,Estern,2,4,3,6875.903069
52,Village,Estern,4,8,5,16296.21601
54,Village,Estern,3,6,4,13684.50682
48,Village,Estern,3,7,4,11919.42178
75,Village,Estern,4,8,2,10436.92178
66,Village,Estern,3,7,1,11421.08845
87,Village,Estern,3,8,2,11654.00512
59,Village,Estern,2,6,2,11957.11055
66,Village,Estern,4,6,1,9890.212596
48,Village,Estern,3,6,2,11766.86396
9,Village,Estern,3,6,-6,15875.42519
67,Village,Estern,3,6,4,10710.25512
71,Village,Estern,3,6,2,9291.04593
43,Village,Estern,3,6,2,4106.751705
54,Central City,Estern,2,5,5,10211.92178
63,Central City,Estern,2,4,1,9338.588449
69,Central City,Estern,2,5,1,13008.15648
77,Town,Estern,3,6,2,4128.059527
43,Town,Northern,3,6,4,7262.153069
30,Others,Western,3,5,4,5832.943883
62,Others,Northern,3,6,1,2379.209186
58,Others,Northern,2,5,1,4968.93538
75,Others,Western,2,5,2,5707.627558
66,Village,Northern,2,6,1,3649.151364
58,Others,Northern,3,6,2,9150.212596
66,Others,Northern,2,4,2,4798.777217
58,Others,Western,3,7,2,9753.904775
82,Others,Western,3,5,2,2274.525512
22,Others,Western,2,4,1,2863.89286
83,Others,Northern,2,5,1,26066.09697
63,Others,Northern,3,6,2,2274.209186
55,Others,Northern,3,7,1,2200.875853
61,Town,Western,4,7,2,9195.112255
63,Others,Northern,2,5,1,3700.818031
93,Others,Northern,3,6,2,3673.576535
51,Others,Northern,3,7,2,5667.627558
64,Others,Northern,4,9,2,17016.25853
45,Others,Northern,4,9,5,22490.96942
69,Others,Northern,4,9,2,17315.42519
49,Others,Northern,2,4,2,3255.875853
56,Others,Western,2,5,4,2564.051023
56,Others,Western,2,6,1,2353.375853
52,Others,Northern,3,5,4,1544.683674
74,Others,Western,3,6,1,3828.993201
31,Others,Northern,3,6,2,4510.760209
69,Others,Northern,3,6,1,6747.68538
65,Others,Southern,2,5,2,26214.80446
69,Others,Southern,2,5,2,25554.01364
75,Others,Southern,2,5,1,9066.04593
61,Others,Western,1,5,1,7323.503411
82,Others,Western,3,7,1,5757.627558
56,Others,Western,3,5,2,4063.159868
34,Others,Western,2,5,3,5464.352046
70,Others,Southern,3,6,1,4173.418372
57,Others,Southern,4,6,1,3520.401364
34,Others,Southern,3,7,4,3585.401364
44,Others,Southern,3,5,1,4181.018713
83,Village,Estern,3,6,3,10926.92178
46,Others,Northern,3,8,5,14188.67349
74,Village,Northern,4,7,3,3899.726194
9,Others,Northern,3,6,-6,5689.136062
85,Central City,Northern,2,5,1,12395.12756
35,Others,Northern,4,6,5,6158.001705
68,Others,Northern,3,6,2,3982.901364
57,Others,Western,3,7,1,4952.68538
64,Others,Western,3,8,2,7328.503411
38,Town,Western,3,6,5,2797.025512
79,Village,Southern,2,4,1,9260.644566
65,Others,Southern,3,9,2,14433.67349
62,Others,Southern,6,12,2,7557.986403
53,Others,Estern,4,7,2,8067.153069
32,Village,Northern,2,5,4,1101.350341
64,Others,Northern,3,5,2,4966.277217
33,Others,Northern,3,6,3,2612.700682
68,Others,Northern,3,5,1,4911.43538
46,Others,Northern,2,5,3,8760.212596
47,Village,Northern,3,6,4,1621.350341
26,Central City,Northern,2,5,1,2123.117349
65,Others,Southern,4,6,2,12214.4643
72,Others,Southern,4,7,1,3708.418372
74,Town,Estern,3,6,4,2969.884356
62,Others,Northern,3,7,2,14137.00682
57,Others,Northern,3,6,2,4709.61055
77,Village,Northern,3,5,5,6889.452387
68,Village,Northern,4,7,3,8752.712596
76,Others,Northern,3,6,2,16861.15819
9,Town,Western,3,5,-6,3009.826535
52,Town,Western,5,11,4,10636.83674
66,Others,Western,3,5,1,3779.826535
81,Others,Northern,3,7,2,2586.867349
79,Others,Northern,3,7,1,4151.751705
49,Others,Northern,3,6,2,2108.950682
41,Others,Northern,2,5,1,1748.950682
34,Others,Northern,3,6,1,1308.017008
50,Others,Northern,3,6,4,3624.209186
93,Others,Northern,3,6,1,1156.350341
33,Others,Northern,3,6,5,1945.358845
67,Town,Southern,3,6,2,1758.850341
58,Village,Southern,3,6,6,3014.051023
62,Others,Northern,3,6,2,4945.602046
40,Others,Northern,3,5,4,4886.751705
44,Others,Northern,4,6,3,6105.960891
76,Others,Northern,3,8,1,2910.559527
58,Others,Northern,3,5,2,5152.68538
61,Others,Northern,3,6,2,5017.943883
87,Town,Northern,3,6,2,2630.875853
62,Town,Northern,2,6,3,4745.602046
39,Town,Northern,2,6,2,2665.875853
72,Others,Western,3,7,2,4952.527217
76,Town,Western,3,6,1,3923.576535
65,Others,Northern,2,4,1,3280.976194
65,Others,Northern,3,5,2,2050.358845
83,Others,Northern,3,5,2,2476.709186
44,Village,Southern,3,5,4,7213.086744
73,Others,Northern,3,6,2,4110.401364
45,Others,Western,4,8,4,8712.770418
53,Town,Western,3,6,2,4192.168372
39,Town,Northern,3,5,4,10753.74661
46,Town,Estern,4,13,5,7958.977899
65,Others,Estern,5,9,3,6934.61055
9,Others,Estern,4,7,-6,780.9336744
56,Town,Southern,3,5,1,8897.137767
63,Others,Western,3,6,2,7071.061232
78,Town,Estern,3,6,1,6584.236403
51,Town,Estern,2,4,2,6444.294225
53,Others,Northern,3,5,2,5800.127558
51,Others,Northern,3,8,2,7658.187085
49,Others,Northern,3,6,2,7615.170077
9,Others,Northern,3,7,-6,7521.520418
57,Others,Northern,4,9,2,12278.05614
44,Others,Western,3,7,4,4486.076535
72,Others,Western,3,6,1,4003.418372
65,Others,Western,2,5,1,3770.14286
64,Town,Northern,3,5,1,2233.175171
45,Town,Northern,3,7,5,11423.58845
55,Others,Northern,3,5,3,3663.375853
56,Others,Northern,2,5,3,5692.627558
42,Others,Northern,3,6,2,6796.161573
86,Others,Northern,4,7,2,12157.79763
64,Others,Northern,3,9,2,20191.34356
49,Others,Northern,3,6,3,4140.401364
64,Others,Northern,2,5,2,5318.777217
57,Others,Western,3,6,2,5656.119054
66,Others,Western,3,6,2,10595.25512
79,Others,Western,2,4,1,10132.07994
25,Others,Western,5,9,2,6622.469395
29,Others,Western,3,6,4,4785.918372
53,Town,Estern,5,9,6,21703.78574
45,Town,Estern,4,8,4,13803.2143
55,Town,Estern,2,4,3,5719.552728
38,Town,Estern,3,5,4,6448.819736
57,Others,Southern,6,10,2,6039.61055
66,Town,Estern,4,8,2,14643.67349
69,Others,Estern,3,6,2,5850.960891
54,Town,Southern,3,5,1,13237.00682
83,Others,Northern,5,9,2,20785.51023
60,Town,Estern,3,7,2,5608.36055
9,Village,Estern,2,5,-6,3048.734697
71,Others,Northern,3,7,1,11438.58845
50,Others,Northern,3,7,1,3455.401364
69,Others,Northern,2,4,1,1492.858845
57,Town,Estern,4,7,3,10958.58845
55,Town,Estern,3,6,1,6046.794225
75,Town,Western,2,6,2,3539.726194
47,Others,Estern,3,6,2,11005.51362
93,Town,Northern,3,6,1,2867.542519
50,Town,Northern,3,7,3,10573.07144
63,Others,Western,3,6,2,8673.54593
85,Others,Western,2,5,1,3460.659868
72,Others,Western,5,10,3,9401.979604
9,Town,Western,4,7,-6,4806.119054
36,Others,Northern,3,5,1,4874.452387
78,Others,Northern,2,6,1,3118.89286
47,Others,Western,3,5,5,5765.602046
52,Town,Estern,3,8,2,8991.879263
51,Others,Northern,3,7,3,7755.486403
46,Others,Northern,3,5,3,4014.568031
65,Town,Estern,6,13,5,12586.08845
63,Town,Estern,3,5,2,9151.04593
74,Village,Estern,3,9,1,3469.784015
54,Town,Northern,4,8,4,11230.35546
49,Town,Northern,4,8,2,17064.54934
9,Village,Northern,3,5,-6,5047.627558
52,Village,Northern,3,5,3,7398.503411
55,Village,Northern,5,9,3,11981.92178
47,Village,Northern,4,7,5,9207.870759
54,Village,Northern,4,8,3,11632.07995
66,Others,Western,3,6,4,7974.07824
84,Town,Western,3,5,2,3792.226194
67,Town,Western,3,7,2,5701.277217
63,Others,Western,3,7,2,3975.401364
54,Town,Northern,1,3,1,1519.525512
81,Town,Northern,2,5,2,1427.600341
67,Others,Southern,2,4,2,21121.38608
78,Village,Northern,3,6,2,6075.960891
64,Others,Western,3,6,2,4555.085039
48,Others,Western,3,7,4,4656.909868
64,Town,Northern,3,5,4,3591.493201
75,Town,Northern,3,7,2,7464.336744
28,Others,Northern,3,6,3,5327.68538
87,Town,Northern,2,5,1,7540.170077
74,Town,Northern,3,7,2,6530.644566
37,Village,Northern,4,9,3,8251.836744
30,Village,Northern,3,7,3,6318.144566
45,Others,Northern,3,6,3,6705.960891
78,Others,Western,3,7,3,3977.901364
45,Others,Western,4,8,2,6458.460891
59,Others,Western,3,5,1,5289.452387
61,Others,Western,4,8,3,9680.212596
69,Village,Estern,2,4,2,3901.292519
53,Town,Estern,3,7,2,9303.129263
45,Town,Estern,4,6,2,6531.319736
41,Town,Estern,3,6,4,6230.802728
52,Town,Western,3,7,4,9492.29593
73,Others,Southern,4,9,1,11065.25512
46,Others,Southern,3,6,1,7571.994907
46,Others,Western,4,8,5,6224.294225
76,Others,Western,3,6,1,4216.651364
79,Village,Southern,2,4,1,38331.4779
48,Others,Western,4,7,5,17603.75853
63,Others,Southern,3,6,2,9533.904775
46,Others,Southern,3,9,3,13604.04763
23,Others,Western,3,8,1,8223.345248
55,Village,Northern,2,4,1,1321.925171
79,Town,Northern,3,6,2,10656.08845
61,Town,Northern,3,7,2,3102.068031
67,Village,Northern,3,5,2,4319.668372
38,Town,Northern,4,6,3,8599.853752
62,Others,Northern,2,4,2,2189.051023
69,Others,Northern,3,6,2,5427.11055
66,Others,Northern,3,7,2,9017.712596
9,Others,Northern,3,5,-6,1724.367349
58,Others,Northern,2,4,1,4917.11055
48,Others,Northern,3,5,3,4121.751705
51,Others,Northern,5,9,4,10123.32995
93,Others,Northern,3,7,1,12145.93029
56,Others,Northern,3,7,1,10738.01362
51,Others,Northern,3,6,3,11303.64627
45,Others,Western,3,5,4,3680.401364
22,Others,Western,3,6,2,3254.151364
75,Others,Western,3,7,2,6096.794225
22,Others,Northern,3,6,3,5593.777217
66,Others,Northern,3,6,2,3198.21769
83,Town,Southern,3,6,2,2123.375853
52,Others,Northern,3,6,2,4724.352046
63,Others,Western,3,5,1,3496.809527
64,Others,Western,3,5,2,3864.409868
42,Others,Western,4,8,3,4384.251705
51,Others,Western,3,5,2,3624.309527
49,Others,Western,5,9,3,7140.32824
71,Others,Northern,3,5,3,2535.875853
41,Others,Northern,3,5,3,4592.068031
65,Others,Northern,4,9,2,3858.476194
86,Town,Southern,2,5,2,10386.92178
31,Others,Western,3,5,4,4757.585039
93,Village,Western,2,4,1,3575.675171
56,Town,Northern,2,6,2,7216.994907
62,Others,Estern,3,8,1,2975.301023
42,Others,Estern,2,4,4,2792.542519
62,Others,Western,2,5,1,1919.525512
47,Others,Western,2,4,3,1872.025512
64,Others,Western,3,7,2,5164.768713
9,Others,Western,4,6,-6,4660.285721
57,Others,Western,2,5,2,3172.068031
58,Others,Western,1,3,1,1560.358845
86,Others,Western,3,6,1,5699.294225
31,Village,Western,3,5,2,2502.758504
65,Others,Western,3,7,2,4206.909868
52,Others,Western,3,6,2,7545.170077
44,Others,Western,5,10,4,10247.55443
57,Others,Western,3,9,2,15582.00682
37,Others,Western,4,7,5,7833.503411
59,Village,Estern,3,7,1,19240.46771
74,Village,Estern,4,8,2,81154.7263
65,Town,Estern,3,6,1,25835.1786
59,Town,Estern,3,6,1,17120.00853
53,Others,Northern,4,9,3,4639.409868
55,Others,Northern,3,5,3,2636.709186
50,Town,Northern,4,8,4,14700.7143
56,Town,Western,4,8,4,5575.127558
71,Others,Western,4,8,2,4371.751705
81,Others,Western,2,7,1,7673.503411
76,Others,Western,3,6,2,2599.525512
60,Others,Western,3,6,2,4171.751705
53,Town,Estern,3,5,5,9564.379263
48,Town,Estern,3,7,3,14952.00682
84,Village,Northern,2,5,1,2944.984697
60,Town,Northern,4,7,2,6420.085039
56,Town,Estern,2,7,2,16043.71601
26,Others,Western,4,8,4,5497.11055
50,Others,Northern,4,6,5,5197.484698
37,Others,Northern,3,5,3,4298.576535
87,Village,Northern,2,5,2,1715.358845
57,Others,Southern,2,4,2,8015.370759
58,Town,Western,3,6,1,4183.418372
72,Town,Northern,3,9,1,4546.751705
69,Others,Northern,2,5,2,7728.819736
68,Others,Northern,3,5,2,5316.277217
66,Others,Western,2,5,1,2356.608845
67,Town,Southern,2,4,2,2575.301023
87,Town,Northern,3,5,1,9428.962596
65,Village,Estern,3,5,1,11651.92178
39,Central City,Southern,3,6,1,8941.204093
82,Others,Southern,3,7,1,4612.527217
86,Others,Southern,3,7,2,12352.79763
65,Others,Estern,4,8,3,5480.960891
64,Town,Estern,6,11,1,81904.7263
9,Town,Northern,2,4,-6,872.1836744
29,Town,Northern,3,5,2,5435.86055
43,Town,Northern,3,6,1,4510.659868
54,Central City,Northern,3,5,2,2331.508504
77,Others,Western,3,7,2,3148.21769
51,Village,Estern,3,6,2,3194.051023
53,Town,Northern,3,6,3,7254.653069
38,Others,Northern,3,5,4,3595.401364
93,Others,Northern,3,5,2,2608.534015
57,Town,Northern,4,8,2,11839.83845
51,Others,Northern,3,5,3,4998.777217
76,Others,Northern,3,6,1,4053.418372
51,Others,Northern,3,5,1,3504.826535
69,Others,Northern,3,7,2,10435.57144
80,Town,Northern,4,8,1,5407.627558
42,Town,Estern,3,5,5,6160.386062
82,Others,Northern,2,5,1,3285.71769
32,Village,Western,5,7,1,4418.591837
44,Others,Southern,4,12,1,3620.243201
73,Town,Estern,3,7,2,12678.2143
62,Town,Estern,4,9,2,9486.879263
70,Village,Estern,3,7,2,8073.445589
47,Village,Northern,3,6,3,2912.959186
60,Others,Northern,2,4,2,1878.017008
71,Town,Northern,3,6,2,6970.486403
63,Town,Northern,4,8,4,21111.86057
38,Central City,Southern,3,5,3,1054.425171
48,Others,Northern,3,6,4,7185.486403
62,Others,Southern,3,6,1,6163.977899
29,Others,Southern,5,9,2,8753.028922
65,Others,Southern,3,5,1,3927.700682
43,Others,Southern,3,5,3,6960.744907
9,Others,Northern,3,6,-6,4089.352046
89,Others,Northern,2,5,1,2666.551023
56,Town,Southern,3,7,2,16642.09186
43,Village,Northern,3,5,3,4282.010209
68,Village,Southern,2,5,2,10934.69559
93,Village,Southern,2,5,1,5504.826535
83,Town,Southern,3,7,2,81494.7263
73,Others,Northern,3,5,2,3122.801023
23,Others,Northern,4,8,5,11046.08845
34,Others,Northern,3,6,2,9107.712596
69,Village,Southern,2,5,2,6468.977899
73,Village,Southern,2,4,1,7566.894566
73,Village,Southern,4,8,1,10244.83845
49,Village,Estern,6,11,6,18008.75853
57,Village,Estern,4,9,2,19804.57656
66,Village,Estern,3,6,3,7833.50341
55,Village,Estern,4,8,3,17627.04934
54,Village,Estern,4,7,5,8865.170077
69,Village,Estern,3,8,1,2280.200682
59,Others,Estern,3,8,2,8813.028922
35,Others,Estern,4,7,3,9212.238108
62,Others,Estern,3,5,1,6717.253411
53,Others,Western,3,5,2,5352.943883
57,Others,Western,2,5,2,3888.059527
64,Others,Estern,3,5,2,6691.219395
53,Village,Estern,3,6,3,17797.09186
54,Others,Estern,1,2,1,3089.984697
46,Town,Estern,4,7,3,7308.503411
49,Others,Western,3,6,3,8499.695589
88,Town,Western,2,4,1,4375.085039
65,Town,Western,3,5,2,2262.125853
50,Town,Western,3,6,4,5250.027217
53,Town,Western,3,6,2,5732.627558
75,Others,Western,3,6,1,6636.277217
40,Others,Estern,3,5,4,7273.920077
34,Others,Estern,2,4,4,8877.554434
81,Others,Northern,4,12,2,6914.653069
26,Others,Northern,2,5,2,3195.401364
93,Town,Northern,3,5,2,5244.452387
51,Village,Northern,4,6,4,4568.418372
82,Others,Northern,3,5,1,3294.568031
60,Others,Western,4,8,3,6335.127558
59,Others,Western,4,10,2,5875.127558
70,Others,Western,4,8,2,6943.503411
36,Others,Western,3,6,3,37121.75171
51,Town,Estern,2,5,1,10500.25512
71,Others,Northern,2,5,3,1991.192178
49,Town,Western,3,6,4,2215.675171
62,Town,Western,2,4,1,4811.693883
78,Others,Northern,3,6,1,1153.850341
57,Town,Northern,4,7,2,36764.18372
68,Village,Southern,3,5,3,2769.884356
44,Others,Northern,4,8,3,11908.27212
62,Others,Northern,3,5,3,1306.925171
32,Others,Northern,3,6,3,1594.525512
79,Others,Northern,3,6,1,5227.527217
70,Others,Northern,3,5,2,4052.542519
42,Others,Northern,4,6,5,4816.751705
64,Others,Southern,3,6,2,1947.858845
65,Others,Southern,3,8,4,2616.867349
52,Others,Southern,3,6,1,1081.350341
67,Town,Western,3,7,5,3905.401364
70,Others,Southern,3,6,2,1230.100341
78,Town,Western,4,8,1,6149.294225
53,Town,Northern,4,8,4,9626.7211
71,Others,Northern,3,5,2,1955.875853
56,Others,Western,3,7,2,3002.801023
54,Others,Western,3,7,1,8303.445589
57,Town,Southern,3,10,3,7749.336744
79,Village,Southern,2,6,2,8346.693883
45,Others,Southern,3,5,1,4887.943883
49,Others,Southern,3,7,2,3685.401364
64,Town,Northern,3,6,1,4350.085039
69,Others,Western,3,8,2,4439.251705
36,Village,Northern,3,5,4,13074.00512
31,Others,Northern,2,4,3,3324.309527
38,Others,Northern,3,5,1,2739.525512
59,Others,Northern,3,6,2,3650.243201
60,Others,Northern,3,10,2,8696.362255
68,Central City,Northern,2,4,1,3997.025512
9,Village,Northern,2,5,-6,1153.850341
61,Town,Northern,3,8,2,13973.57315
76,Village,Northern,2,8,2,2841.350341
71,Town,Northern,2,6,2,3972.743201
33,Others,Estern,1,4,5,8171.836744
63,Others,Estern,3,7,2,10577.23811
66,Others,Estern,4,8,2,5071.852046
65,Others,Northern,3,5,1,6548.819736
65,Others,Northern,4,6,3,5380.443883
53,Others,Northern,3,6,2,4326.751705
50,Others,Northern,3,6,1,3220.401364
67,Others,Estern,2,4,2,4847.585039
67,Others,Northern,5,12,1,14587.38097
71,Others,Northern,2,5,2,13122.79763
80,Others,Northern,3,5,3,4778.418372
60,Others,Northern,3,6,1,3921.751705
67,Town,Estern,3,6,1,7988.187085
44,Others,Western,4,8,4,5650.443883
68,Town,Northern,3,6,1,4867.11055
81,Town,Northern,3,5,2,1877.700682
49,Town,Northern,3,7,1,2788.21769
56,Town,Northern,4,6,4,5026.43538
80,Others,Northern,3,7,1,5347.369054
44,Village,Northern,3,6,3,5874.452387
31,Village,Western,3,9,6,5214.926876
75,Village,Western,4,9,1,13801.17349
51,Village,Western,4,8,3,8685.428581
72,Village,Western,3,7,2,9565.903069
63,Others,Northern,3,5,1,8488.028922
44,Village,Western,4,8,7,6441.477899
69,Others,Northern,3,7,2,9175.887767
38,Village,Western,2,4,1,3695.100341
58,Others,Western,3,7,3,7512.511914
87,Others,Northern,3,7,2,2334.367349
31,Others,Northern,2,5,1,3159.309527
72,Others,Northern,2,6,2,4665.085039
52,Village,Northern,3,5,2,2118.534015
47,Village,Northern,3,5,1,1166.508504
50,Others,Western,4,7,2,4064.568031
83,Others,Western,3,5,2,5642.469395
69,Others,Western,4,6,2,6249.710891
9,Others,Western,4,8,-6,2752.901364
60,Others,Western,3,6,1,3778.576535
46,Others,Estern,4,7,3,5933.777217
52,Others,Estern,3,6,3,8808.862255
50,Others,Western,3,6,2,3756.751705
51,Others,Western,3,7,2,6552.153069
85,Others,Western,2,5,1,3002.125853
72,Others,Western,4,8,3,9859.379263
57,Others,Western,3,5,1,3328.476194
72,Others,Western,3,6,2,3592.226194
44,Others,Northern,2,5,4,3690.401364
71,Others,Northern,3,5,1,6808.503411
62,Town,Western,4,9,2,6044.452387
9,Others,Northern,3,7,-6,3540.085039
21,Others,Northern,3,6,2,2865.875853
70,Others,Northern,3,5,3,3849.726194
71,Others,Western,3,5,2,3024.784015
51,Town,Northern,4,7,4,5153.418372
70,Town,Western,2,7,2,5874.294225
56,Others,Northern,3,7,2,8324.853752
57,Others,Western,3,7,3,10232.75512
56,Others,Western,3,5,1,4945.18538
72,Others,Western,5,9,2,9150.370759
52,Others,Northern,3,7,2,4817.527217
66,Others,Western,2,5,2,4611.43538
61,Town,Western,3,6,3,7406.319736
29,Town,Western,5,8,4,9262.712596
53,Town,Northern,3,5,1,5178.734698
50,Town,Northern,3,5,6,2113.175171
32,Town,Northern,2,5,2,3408.576535
83,Town,Northern,3,6,3,4759.926876
63,Village,Northern,3,7,2,7814.853752
53,Village,Northern,3,7,2,7966.836744
55,Village,Northern,4,8,3,10509.32144
42,Village,Western,5,7,4,6631.477899
9,Town,Estern,2,4,-6,2478.059527
50,Others,Northern,4,6,4,5835.127558
87,Others,Northern,2,5,1,7938.503411
62,Others,Northern,2,4,2,4216.43538
31,Others,Northern,4,8,4,13542.00682
65,Others,Northern,4,9,2,14401.17349
59,Town,Northern,3,6,3,4467.743201
59,Town,Northern,3,5,2,2995.875853
37,Town,Western,4,7,4,5972.785721
86,Town,Western,3,6,1,3354.568031
61,Village,Western,4,9,5,5985.027217
60,Town,Western,3,8,2,3942.901364
39,Village,Western,5,9,5,5096.909868
60,Village,Western,2,5,3,8723.503411
58,Town,Estern,3,5,2,8341.836744
58,Town,Estern,4,6,3,5571.277217
42,Others,Western,2,5,2,3873.734698
36,Town,Estern,2,5,2,7306.836744
78,Town,Estern,2,5,1,5524.710891
51,Town,Estern,4,11,1,10105.52892
57,Town,Northern,2,4,2,4294.409868
32,Town,Northern,3,6,4,3377.226194
53,Town,Northern,2,5,1,12992.00682
78,Others,Western,4,9,1,3465.401364
65,Others,Western,3,9,2,4780.760209
49,Village,Southern,2,5,1,2122.700682
87,Town,Estern,2,7,1,3694.108845
55,Village,Estern,4,8,6,31484.97453
41,Town,Northern,4,8,4,3929.884356
77,Others,Northern,2,5,1,3110.401364
9,Others,Northern,2,4,-6,308.1751705
66,Others,Northern,2,5,2,3565.401364
82,Town,Southern,5,9,2,13087.00682
42,Others,Estern,3,6,4,4431.751705
72,Others,Estern,4,6,1,3379.151364
47,Others,Estern,2,5,3,5744.61055
40,Village,Estern,3,6,3,9263.187085
52,Village,Estern,4,8,2,12394.62246
81,Village,Estern,4,7,3,13774.86567
9,Town,Estern,3,9,-6,23263.13779
58,Village,Estern,2,4,1,7062.426876
57,Others,Western,2,6,2,5471.119054
58,Others,Western,5,7,4,6487.627558
93,Others,Northern,2,5,1,1220.358845
9,Others,Northern,3,6,-6,5309.969395
35,Central City,Northern,2,5,7,7956.794225
76,Town,Northern,5,11,2,13735.08165
47,Town,Northern,4,7,4,2992.542519
50,Others,Southern,3,5,4,3777.901364
63,Others,Southern,3,5,4,3510.401364
75,Others,Southern,4,7,5,3630.401364
39,Others,Southern,6,9,4,3390.401364
30,Others,Western,3,8,3,3393.950682
69,Village,Estern,7,11,2,19100.42519
41,Village,Estern,3,8,3,5088.102046
39,Town,Estern,4,8,6,8390.644566
48,Town,Estern,3,7,4,10422.81294
59,Others,Northern,3,7,2,8245.170077
47,Others,Northern,3,6,3,3581.96769
50,Town,Estern,3,9,2,12539.10546
